Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
37	6565.3128089	156.57977198379297	0.9106813996316758	0.9228650125029407	0.942334738477729	0.942334738477729	0.8506666643982222	0.8009489402168113	0.9324982596155196	0.971075480543835	1.0	0.8868060808214034	0.9228650125029407	0.8861111086496913	670	56	319	41
38	6737.1105511999995	161.53931219116708	0.9116022099447514	0.9288702915915338	0.936708859442041	0.936708859442041	0.863999997696	0.8038079695841973	0.932773108590495	0.9729995311767463	1.0	0.8939298149658417	0.9288702915915338	0.8780487781082689	666	51	324	45
39	6904.4404806	149.0275125149473	0.9088397790055248	0.9203296690654812	0.942334738477729	0.942334738477729	0.8453333310791111	0.7966846942130859	0.9312022231193868	0.9723281762775433	1.0	0.8832801216344135	0.9203296690654812	0.8854748578618021	670	58	317	41
40	7082.542804299999	167.86871279748402	0.9116022099447514	0.9337094486125396	0.9310829804063531	0.9310829804063531	0.8746666643342222	0.8047421819142674	0.9323943655405673	0.9731608063759962	1.0	0.8988614814879703	0.9337094486125396	0.8700265228911763	662	47	328	49
41	7248.0133539	152.62862363251566	0.9152854511970534	0.9292649085585785	0.942334738477729	0.942334738477729	0.863999997696	0.8116181319310319	0.9357541892906743	0.9733370839193624	1.0	0.8955459856358386	0.9292649085585785	0.8876712304447364	670	51	324	41
42	7417.680406899999	144.07771821597908	0.9125230202578268	0.9450867038365799	0.9198312223349772	0.9198312223349772	0.8986666642702222	0.8094067846374517	0.9322879537189679	0.9733258321612752	1.0	0.9086340403943645	0.9450867038365799	0.8553299470676905	654	38	337	57
43	7587.223728500001	156.72650208361077	0.9134438305709024	0.9388335690770504	0.9282700408885091	0.9282700408885091	0.8853333309724445	0.8096291319254028	0.9335219229607341	0.9742147210501642	1.0	0.9043610139867594	0.9388335690770504	0.8668407288072044	660	43	332	51
44	7755.717355500001	149.73150075623096	0.9152854511970534	0.9199457246676449	0.9535864965491048	0.9535864965491048	0.8426666644195556	0.8106906201755005	0.9364640877510606	0.9749235818096578	1.0	0.8840086405031278	0.9199457246676449	0.9054441234801028	678	59	316	33
45	7924.5287223999985	155.87717156331954	0.914364640883978	0.9327731079372926	0.936708859442041	0.936708859442041	0.8719999976746666	0.8102556348179676	0.9347368414493074	0.9750473511486168	1.0	0.8990302810087074	0.9327731079372926	0.8790322557015262	666	48	327	45
46	8093.945088199998	150.77841170201717	0.9116022099447514	0.9324894501652751	0.9324894501652751	0.9324894501652751	0.8719999976746666	0.8044894514767933	0.9324894508210341	0.9748673230192217	1.0	0.8976728917590645	0.9324894501652751	0.8719999976746666	663	48	327	48
47	8259.1309263	126.06166118328673	0.9097605893186004	0.9204389562133897	0.9437412082366509	0.9437412082366509	0.8453333310791111	0.7986759268598038	0.9319444437972607	0.974882325363338	1.0	0.8836238227146549	0.9204389562133897	0.8879551795855597	671	58	317	40
48	8426.863515599998	140.6641137985813	0.9134438305709024	0.927877946008491	0.940928268718807	0.940928268718807	0.8613333310364445	0.8075183068642746	0.9343575412469569	0.9735996249413971	1.0	0.8934215928889618	0.927877946008491	0.8849315044248452	669	52	323	42
49	8596.0306093	139.56338684653093	0.9171270718232044	0.9294605796273021	0.9451476779955729	0.9451476779955729	0.863999997696	0.8155597159766793	0.937238493070266	0.9741397093295827	1.0	0.8963062753021076	0.9294605796273021	0.892561981012226	672	51	324	39
