Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
0	169.5461995000005	580.572891894728	0.6866359447004609	0.69587109698301	0.9478737984254132	0.9478737984254132	0.1516853928323444	0.16780372327023532	0.8025551679427669	0.7809258488617623	1.0	0.3990196289535941	0.69587109698301	0.5869565153591684	691	302	54	38
1	338.3221306000014	497.5220702290535	0.7013824884792627	0.7198697060587734	0.9094650193285803	0.9094650193285803	0.27528089810314355	0.24216528093783063	0.8036363631493112	0.804018125491284	1.0	0.4835629960814811	0.7198697060587734	0.5975609719660916	663	258	98	66
2	505.2493644000024	464.1916921453085	0.743778801843318	0.8411497717985631	0.7626886134942543	0.7626886134942543	0.705056177794786	0.4501052389603777	0.7999999994244603	0.8208990305328216	1.0	0.7323168377003563	0.8411497717985631	0.5919811306792898	556	105	251	173
3	673.3766913	454.4574738359079	0.7502304147465437	0.8318840567653855	0.7873799714850754	0.7873799714850754	0.6741573014770862	0.4503731098052114	0.8090204363572794	0.8445114902667961	1.0	0.7248811720247132	0.8318840567653855	0.6075949351706458	574	116	240	155
4	841.9750899999999	436.86416397220455	0.7631336405529954	0.8480825946193472	0.7887517135956766	0.7887517135956766	0.7106741553070951	0.4843371123442997	0.8173418615370704	0.8411900248146607	1.0	0.7466866749421266	0.8480825946193472	0.6216216200942958	575	103	253	154
5	1010.5036548999997	384.2223309838737	0.7824884792626728	0.8085106372859692	0.8861454034483602	0.8861454034483602	0.5702247174993688	0.4863507193265851	0.845549737666525	0.8634615681016014	1.0	0.68561992672018	0.8085106372859692	0.7097902073084259	646	153	203	83
6	1176.0931954000007	411.5531365656061	0.7990783410138249	0.803804993098924	0.9272976667663955	0.9272976667663955	0.5365168524255145	0.5216031365797885	0.8611464962667856	0.8842149473651761	1.0	0.668260451738715	0.803804993098924	0.7827868820377587	676	165	191	53
7	1346.623908200003	361.7267688754946	0.8165898617511521	0.9051987753743138	0.8120713294758967	0.8120713294758967	0.8258426943094307	0.6121014466892996	0.8561099053824223	0.8954509024213559	1.0	0.8188261179092666	0.9051987753743138	0.6821345691829824	592	62	294	137
8	1513.5489016000029	360.7193453678483	0.8304147465437788	0.881118879886547	0.8641975296787414	0.8641975296787414	0.7612359529178765	0.6194639108337341	0.8725761766810414	0.9064286925294001	1.0	0.8057700077468528	0.881118879886547	0.7324324304528853	630	85	271	99
9	1681.2140644000028	338.3307583591668	0.8341013824884793	0.8560311272943825	0.9053497929967766	0.9053497929967766	0.6882022452578589	0.6145476369879468	0.8799999994133333	0.9170481342765986	1.0	0.7695911241863772	0.8560311272943825	0.7802547745851759	660	111	245	69
10	1847.9306173000004	298.45903439490394	0.8359447004608295	0.8874824178797716	0.8655692717893426	0.8655692717893426	0.7752808966986492	0.633103430532212	0.8763888882802854	0.9152332732232856	1.0	0.8148375108481539	0.8874824178797716	0.7379679124653264	631	80	276	98
11	2014.2978220000005	319.91345307961365	0.8470046082949308	0.9038737433229932	0.8641975296787414	0.8641975296787414	0.811797750528658	0.6622167739563823	0.8835904622134708	0.9262072101231487	1.0	0.8358927233923994	0.9038737433229932	0.7448453589050378	630	67	289	99
12	2180.026589500001	290.64238501653654	0.8423963133640553	0.8385922319919997	0.9478737984254132	0.9478737984254132	0.6264044926224593	0.6308517400171353	0.8898905338764388	0.9352237172669964	1.0	0.7332691032398067	0.8385922319919997	0.8544061269946126	691	133	223	38
13	2349.2017801	282.899676215151	0.8488479262672811	0.8544542021901453	0.9341563773194014	0.9341563773194014	0.6741573014770862	0.6468311748830852	0.8925294882748823	0.9339906906490344	1.0	0.764937406819422	0.8544542021901453	0.8333333304398148	681	116	240	48
14	2518.085765	276.11578753329104	0.8377880184331797	0.8343409905267944	0.946502056314812	0.946502056314812	0.6151685375978412	0.6194522644081604	0.8868894595842612	0.9368497711194341	1.0	0.725266235271099	0.8343409905267944	0.8488372060122589	690	137	219	39
15	2687.414978300003	266.78575250443737	0.8562211981566821	0.8659003820358872	0.9300411509875979	0.9300411509875979	0.705056177794786	0.6653416317497196	0.8968253962322583	0.94214793236849	1.0	0.7856567035508367	0.8659003820358872	0.8311258250624973	678	105	251	51
16	2854.6045034000017	245.60047382140374	0.8608294930875576	0.8667512679355949	0.9368998615406038	0.9368998615406038	0.705056177794786	0.6760093781685516	0.9004614364532224	0.9402521539433734	1.0	0.786723788949452	0.8667512679355949	0.8451178422723306	683	105	251	46
