Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
0	167.1628739000007	582.4696301296353	0.7069124423963133	0.7115384608182809	0.955163042180485	0.955163042180485	0.18338108829976765	0.22681690406744273	0.8155452431464354	0.7870624143515635	1.0	0.4216935074035465	0.7115384608182809	0.6597938076309917	703	285	64	33
1	337.0211538000003	524.2778693977743	0.712442396313364	0.7470862462155172	0.8709239118601577	0.8709239118601577	0.3782234946182708	0.28612211244170405	0.8042659969860313	0.7982317490967983	1.0	0.5509640005962544	0.7470862462155172	0.581497794795164	641	217	132	95
2	502.45971890000146	459.7447176154237	0.7317972350230415	0.7480490515629331	0.9116847813699935	0.9116847813699935	0.35243552907611597	0.3259704839569182	0.821800366918677	0.8268889373364893	1.0	0.5378640241671694	0.7480490515629331	0.6542553156688548	671	226	123	65
3	668.0168940000003	428.0525349964155	0.7253456221198157	0.7427937907507829	0.9103260857196657	0.9103260857196657	0.33524355204801276	0.3063356073094831	0.8180708175713853	0.8284072505294631	1.0	0.5256886336502335	0.7427937907507829	0.6393442588013974	670	232	117	66
4	834.5352616000018	412.39379318620195	0.7677419354838709	0.8288043466999941	0.8288043466999941	0.8288043466999941	0.638968479544503	0.46777282920144514	0.8288043472630404	0.8515556870561853	1.0	0.7174653041096841	0.8288043466999941	0.638968479544503	610	126	223	126
5	1003.9170794999991	407.94487443444086	0.7870967741935484	0.8511821963126812	0.8315217380006498	0.8315217380006498	0.6934097401334964	0.5186199892884911	0.8412371128238919	0.8681520181886133	1.0	0.752631337259196	0.8511821963126812	0.6612021839857863	612	107	242	124
6	1173.0250885000023	396.40306703139504	0.8101382488479263	0.843264247612352	0.8845108683634363	0.8845108683634363	0.6532951270679223	0.5544934796447488	0.8633952248916477	0.8852661330509528	1.0	0.7415991419659828	0.843264247612352	0.7284345024650655	651	121	228	85
7	1342.0033207000015	368.5999274280475	0.8193548387096774	0.8648648636961286	0.8695652162098298	0.8695652162098298	0.7134670466662836	0.5848154039387004	0.867208671499181	0.8887426809517877	1.0	0.777385574716293	0.8648648636961286	0.7217391283427851	640	100	249	96
8	1508.0217937000016	372.4958274336241	0.8211981566820277	0.9081325287528125	0.8192934771476991	0.8192934771476991	0.8252148973489545	0.6178102369572336	0.8614285708132653	0.9109100535692038	1.0	0.8222295324284314	0.9081325287528125	0.68408550906393	603	61	288	133
9	1677.5706737	324.06671481821104	0.8423963133640553	0.8940027881534132	0.8709239118601577	0.8709239118601577	0.7822349547786964	0.6444466382415587	0.8823124563783121	0.9156129313566711	1.0	0.8209996506036038	0.8940027881534132	0.7418478240710658	641	76	273	95
10	1849.7713521000005	322.92941990879626	0.8506912442396314	0.8642131968728259	0.9252717378732721	0.9252717378732721	0.6934097401334964	0.6481528035580801	0.8937007868151569	0.9180149806901705	1.0	0.7768611427840235	0.8642131968728259	0.8148148120713306	681	107	242	55
11	2014.7458805000024	296.43554569251864	0.8377880184331797	0.9011461305141173	0.8546195640562234	0.8546195640562234	0.8022922613114835	0.6405831474293578	0.8772663871148769	0.9205260371247042	1.0	0.8264721638383146	0.9011461305141173	0.7235142100167592	629	69	280	107
12	2177.8290302999994	285.9028025437401	0.8350230414746543	0.852978452657822	0.9144021726706493	0.9144021726706493	0.6676217745913416	0.6103909977132134	0.8826229502409029	0.9175789522860347	1.0	0.757304438354374	0.852978452657822	0.7871621595028305	673	116	233	63
