Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
10	1814.6732493999953	358.66226012894185	0.8377880184331797	0.8627204019361204	0.91090425410784	0.91090425410784	0.6726726706526346	0.6075365419001227	0.8861578260762238	0.9193022810044086	1.0	0.7601237496796663	0.8627204019361204	0.7697594475265999	685	109	224	67
11	1982.6237432999988	304.0451283560751	0.8368663594470046	0.9172714065061373	0.8404255307973065	0.8404255307973065	0.8288288263398533	0.6411579664483801	0.8771686322851016	0.9213987924094307	1.0	0.8345255598215316	0.9172714065061373	0.6969696952096724	632	57	276	120
12	2148.2584329999954	288.1412699142329	0.8497695852534562	0.9095966607655123	0.8696808499073393	0.8696808499073393	0.8048048023879736	0.6579589020655928	0.8891910259080957	0.9265102868826274	1.0	0.8340418052539464	0.9095966607655123	0.732240435157813	654	65	268	98
13	2314.0238801000014	285.1924551148277	0.8506912442396314	0.9074585622825158	0.8736702116041619	0.8736702116041619	0.7987987964000036	0.6582341786156517	0.8902439018358781	0.9271931505974059	1.0	0.8320102108647601	0.9074585622825158	0.736842103222044	657	67	266	95
14	2477.5264977999977	280.95958026359585	0.864516129032258	0.929078012866556	0.8710106371396135	0.8710106371396135	0.8498498472977483	0.6969408197445116	0.8991077550452246	0.9318853427895981	1.0	0.8600297834851376	0.929078012866556	0.7447368401454294	655	50	283	97
15	2642.2157148999977	251.62620544108358	0.8414746543778802	0.9367469865410437	0.8271276584745643	0.8271276584745643	0.873873871249628	0.6634755412937373	0.878531072825896	0.9372044917257683	1.0	0.8486846905039274	0.9367469865410437	0.6912113997833459	622	42	291	130
16	2807.887582999996	262.7229089184457	0.8580645161290322	0.9333333319806764	0.8563829775845971	0.8563829775845971	0.8618618592736881	0.6884627683523077	0.8932038828757254	0.9415732221583285	1.0	0.8590957878404029	0.9333333319806764	0.7265822766415638	644	46	287	108
17	2972.3978793999995	248.64232131244125	0.8654377880184332	0.9291784689388407	0.8723404243718877	0.8723404243718877	0.8498498472977483	0.6986516960680054	0.8998628251715618	0.9380391029327199	1.0	0.8606406900428156	0.9291784689388407	0.7467018449955096	656	50	283	96
18	3137.1395532000024	236.12940061110135	0.8764976958525346	0.9055118098352863	0.9175531902692112	0.9175531902692112	0.7837837814300788	0.7074227565716622	0.9114927338761606	0.9432384512171746	1.0	0.8363740112505849	0.9055118098352863	0.8080495331020139	690	72	261	62
19	3299.141235299998	242.84470246196656	0.8866359447004608	0.9165562901767467	0.9202127647337596	0.9202127647337596	0.8108108083759435	0.7328784898246578	0.9183808885743988	0.9492264871254232	1.0	0.8548129619727987	0.9165562901767467	0.8181818157024794	692	63	270	60
20	3465.462537200001	222.3495207491053	0.8884792626728111	0.9167767491191853	0.922872339198308	0.922872339198308	0.8108108083759435	0.7368086592669226	0.9198144460438604	0.9462574276404062	1.0	0.8555333512925944	0.9167767491191853	0.8231707291976502	694	63	270	58
21	3629.978039499998	204.07526134666847	0.880184331797235	0.9307479211485485	0.8936170200882753	0.8936170200882753	0.8498498472977483	0.7267260814915341	0.9118046126785585	0.9516244968372627	1.0	0.8698800442818686	0.9307479211485485	0.7796143229211727	672	50	283	80
22	3794.1742540999985	221.09247821161256	0.8903225806451613	0.9192052967957546	0.922872339198308	0.922872339198308	0.8168168143639135	0.7415660585066173	0.9210351685991803	0.9501629288863331	1.0	0.8594568492018222	0.9192052967957546	0.82424242174472	694	61	272	58
23	3962.298172900002	205.2513085420311	0.8884792626728111	0.9019108268765467	0.9414893604501471	0.9414893604501471	0.7687687664601539	0.7324058342857251	0.9212752108514799	0.9536970481119417	1.0	0.8313415031924932	0.9019108268765467	0.8533333304888889	708	77	256	44
24	4129.997742799998	215.2282685484874	0.8976958525345622	0.9124839113095445	0.9428191476824214	0.9428191476824214	0.7957957934060187	0.7555500872755074	0.9274035311135359	0.9550787489617278	1.0	0.8500516643255814	0.9124839113095445	0.8603896075961377	709	68	265	43
25	4295.157728599996	226.4431298940265	0.8921658986175115	0.887667886584044	0.9667553178633573	0.9667553178633573	0.7237237215503792	0.7402846929250873	0.9255251426317471	0.956101047856367	1.0	0.8032339083607463	0.887667886584044	0.9060150341879134	727	92	241	25
26	4463.391693500002	214.35481152333625	0.8875576036866359	0.9362880873458613	0.8989361690173722	0.8989361690173722	0.8618618592736881	0.743666993282921	0.9172320210873595	0.9566121973036867	1.0	0.8789709892225539	0.9362880873458613	0.790633606637373	676	46	287	76
27	4630.220632999997	177.45580103377756	0.8912442396313364	0.9272237184269222	0.9148936158046628	0.9148936158046628	0.8378378353218083	0.7466586297058484	0.9210174023286362	0.9573549613443231	1.0	0.8705016153366605	0.9272237184269222	0.8134110763457403	688	54	279	64
28	4798.095968900001	188.35953719188436	0.9023041474654377	0.9130434770932948	0.9494680838437924	0.9494680838437924	0.7957957934060187	0.7661546115714932	0.9308996082588659	0.958261452942304	1.0	0.8512504933831913	0.9130434770932948	0.8745874558594473	714	68	265	38
29	4965.5350101	204.53659229320198	0.8949308755760369	0.9153645821414523	0.934840424288776	0.934840424288776	0.8048048023879736	0.750143338469676	0.9249999993914473	0.9583173599131046	1.0	0.8544889447977366	0.9153645821414523	0.8454258648409279	703	65	268	49
30	5136.901353900001	161.62631666236243	0.9004608294930876	0.9236842093109419	0.9335106370565018	0.9335106370565018	0.8258258233458684	0.7645692302907391	0.928571427957294	0.9571912337869785	1.0	0.8681715543427521	0.9236842093109419	0.8461538435502959	702	58	275	50
31	5306.211822999998	167.24985289929054	0.9004608294930876	0.9363143618749128	0.9188829775014854	0.9188829775014854	0.8588588562797032	0.7690836532910363	0.9275167779009954	0.9597909079292057	1.0	0.884889633691376	0.9363143618749128	0.8242074904201513	691	47	286	61
32	5473.672106899998	158.4053840479425	0.9059907834101383	0.9321808498242276	0.9321808498242276	0.9321808498242276	0.8468468443037632	0.7790276979106766	0.9321808504440287	0.9610568014823333	1.0	0.8815615660286332	0.9321808498242276	0.8468468443037632	701	51	282	51
33	5640.164568399996	180.2596588951035	0.9059907834101383	0.928759893233826	0.9361702115210503	0.9361702115210503	0.8378378353218083	0.7779792894095496	0.9324503305083109	0.9614721104082806	1.0	0.876770927587175	0.928759893233826	0.853211006565104	704	54	279	48
34	5805.760147200002	156.89751159924435	0.9059907834101383	0.9062499988671875	0.9640957433988089	0.9640957433988089	0.7747747724481238	0.7743404603394811	0.9342783499134804	0.9604877483866845	1.0	0.8387307877681296	0.9062499988671875	0.9052631547183749	725	75	258	27
35	5971.272035399998	165.17870637463594	0.904147465437788	0.9331550789663702	0.9281914881274049	0.9281914881274049	0.8498498472977483	0.7754752838015394	0.9306666660462222	0.9624664558175196	1.0	0.8823107273575812	0.9331550789663702	0.8397626087840873	698	50	283	54
36	6135.3129539	166.6759962341352	0.9078341013824884	0.9044665001185279	0.9694148923279058	0.9694148923279058	0.7687687664601539	0.7789791679415521	0.9358151470245089	0.9625063893680915	1.0	0.8350707257198267	0.9044665001185279	0.9175627207255816	729	77	256	23
37	6300.2241515999995	173.91606449438297	0.911520737327189	0.9327176768697656	0.9401595732178729	0.9401595732178729	0.8468468443037632	0.7910443514608336	0.9364238404394544	0.9642075586224523	1.0	0.8837314211650589	0.9327176768697656	0.8623853184636535	707	51	282	45
38	6464.693141800002	164.25617522036393	0.9142857142857143	0.9262613183360138	0.9521276583083409	0.9521276583083409	0.8288288263398533	0.7957759882031894	0.9390163928268744	0.9641316848763657	1.0	0.8743191923603122	0.9262613183360138	0.8846153817800789	716	57	276	36
39	6630.907791099999	170.3381600934097	0.9133640552995391	0.9410187654946129	0.9335106370565018	0.9335106370565018	0.867867865261658	0.7974426586209311	0.9372496655959615	0.9639080569931635	1.0	0.8954061771390404	0.9410187654946129	0.8525073721164974	702	44	289	50
40	6798.013220000001	177.3951062411735	0.919815668202765	0.9279279267336835	0.958776594469712	0.958776594469712	0.8318318293338384	0.8087356893014864	0.9431000647854152	0.9649343492428599	1.0	0.877566544924529	0.9279279267336835	0.8993506464306797	721	56	277	31
41	6961.647122099996	149.37059142103413	0.9142857142857143	0.9229781759653682	0.9561170200051635	0.9561170200051635	0.8198198173578984	0.7952944787456734	0.9392553880213876	0.9654934189508657	1.0	0.868869124247184	0.9229781759653682	0.8921568598295527	719	60	273	33
42	7127.7674501	178.7851886204806	0.9161290322580645	0.9253539241629937	0.9561170200051635	0.9561170200051635	0.8258258233458684	0.7998714222971567	0.940483975840102	0.9654175452047793	1.0	0.8729914200321602	0.9253539241629937	0.892857139958256	719	58	275	33
43	7293.6145480999985	152.88338818901065	0.9133640552995391	0.9457994567130089	0.9281914881274049	0.9281914881274049	0.879879877237598	0.799075542480986	0.9369127510490518	0.9650741166698613	1.0	0.9010421669149868	0.9457994567130089	0.8443804010248404	698	40	293	54
44	7457.208474999999	156.09614297967093	0.9124423963133641	0.9260700377093773	0.9494680838437924	0.9494680838437924	0.8288288263398533	0.7915608977647864	0.9376231116627556	0.9649463293080314	1.0	0.8737996745984263	0.9260700377093773	0.878980888920443	714	57	276	38
45	7621.720395700002	157.4881437381253	0.9133640552995391	0.9295039152356346	0.946808509379244	0.946808509379244	0.8378378353218083	0.7943195811975374	0.9380764157193172	0.9650781100249186	1.0	0.8793229487897067	0.9295039152356346	0.8746081477285012	712	54	279	40
46	7788.793046599996	162.85659900780212	0.9188940092165898	0.937994721717685	0.9454787221469698	0.9454787221469698	0.8588588562797032	0.8084644341958791	0.9417218536809788	0.9653656315890359	1.0	0.8930107684758573	0.937994721717685	0.8746177343283862	711	47	286	41
47	7957.3299587	174.2065419442322	0.9170506912442397	0.933246072076903	0.9481382966115183	0.9481382966115183	0.8468468443037632	0.8033242087975674	0.9406332447621152	0.96534566481375	1.0	0.8856638192252092	0.933246072076903	0.8785046701604216	713	51	282	39
48	8121.4903386000005	158.85410394132674	0.9179723502304148	0.9356110368783035	0.946808509379244	0.946808509379244	0.8528528502917332	0.8058835978652577	0.9411764699661754	0.9657290268992397	1.0	0.8893618116244209	0.9356110368783035	0.876543207171163	712	49	284	40
49	8289.228543600002	155.2481913109143	0.9188940092165898	0.9356955368297959	0.9481382966115183	0.9481382966115183	0.8528528502917332	0.8079416711415198	0.9418758250053659	0.9653696249440931	1.0	0.8896779281804356	0.9356955368297959	0.8792569632221147	713	49	284	39
